No Kuesioner,Nama Kuesioner,Dusun / Kampung,Kelurahan,Kecamatan,Kota,DAPIL,Provinsi,P1,P2,P3,P4,P5,P6,P7,P8,P9,Pilihan Presiden
612,Kuesioner 612,bayongbong,gunamekar,Bungbulang,Kab. Garut,JAWA BARAT XI,Jawa Barat,3,3,2,1,9,16,3,2,2,3
613,Kuesioner 613,cibayongbong,gunamekar,Bungbulang,Kab. Garut,JAWA BARAT XI,Jawa Barat,2,12,2,1,9,16,4,2,GOLKAR,1
614,Kuesioner 614,bekong,gunamekar,Bungbulang,Kab. Garut,JAWA BARAT XI,Jawa Barat,2,3,8,1,9,16,6,jokowi dan amin maruf ,golkar,1
615,Kuesioner 615,babakan,gunamekar,Bungbulang,Kab. Garut,JAWA BARAT XI,Jawa Barat,2,12,3,1,9,16,2,2,2,1
616,Kuesioner 616,babakan,gunamekar,Bungbulang,Kab. Garut,JAWA BARAT XI,Jawa Barat,2,3,2,1,9,16,4,prabowo dan sandi,PKB,2
617,Kuesioner 617,babakan,gunamekar,Bungbulang,Kab. Garut,JAWA BARAT XI,Jawa Barat,4,17,3,1,9,16,1,2,2,1
618,Kuesioner 618,babakan,gunamekar,Bungbulang,Kab. Garut,JAWA BARAT XI,Jawa Barat,2,3,3,1,9,16,3,jokowi maruf amin,golkar,1
619,Kuesioner 619,babakan,gunamekar,Bungbulang,Kab. Garut,JAWA BARAT XI,Jawa Barat,2,12,2,1,9,16,3,jokowi dan maruf amin,2,1
620,Kuesioner 620,babakan,gunamekar,Bungbulang,Kab. Garut,JAWA BARAT XI,Jawa Barat,2,2,2,1,9,16,5,JOKOWI DAN MARUF AMIN,2,1
621,Kuesioner 621,ranggalawe,Regol,Garut Kota,Kab. Garut,JAWA BARAT XI,Jawa Barat,3,14,8,1,13,16,6,Joko Widodo dan Ma'ruf Amin,PDI Perjuangan,1
622,Kuesioner 622,lingkungan masjid attamim,Regol,Garut Kota,Kab. Garut,JAWA BARAT XI,Jawa Barat,2,3,2,1,9,16,4,JOKO WIDODO dan MA'RUF AMIN,PARTAI GOLKAR,1
623,Kuesioner 623,kampung sisir,Regol,Garut Kota,Kab. Garut,JAWA BARAT XI,Jawa Barat,4,14,8,1,14,16,2,2,2,3
624,Kuesioner 624,Kampung Sisir,Regol,Garut Kota,Kab. Garut,JAWA BARAT XI,Jawa Barat,3,8,8,1,14,16,3,2,2,2
625,Kuesioner 625,Cibelik,Regol,Garut Kota,Kab. Garut,JAWA BARAT XI,Jawa Barat,6,Wedding Organizer,6,1,13,16,3,2,PDI Perjuangan,2
626,Kuesioner 626,cibelik,Regol,Garut Kota,Kab. Garut,JAWA BARAT XI,Jawa Barat,6,8,8,1,14,16,2,JOKO WIDODO DAN MARUF AMIN,PDI PERJUANGAN,2
627,Kuesioner 627,Cibeulik,Regol,Garut Kota,Kab. Garut,JAWA BARAT XI,Jawa Barat,4,14,8,1,14,16,2,2,2,3
628,Kuesioner 628,kampung cibelik,Regol,Garut Kota,Kab. Garut,JAWA BARAT XI,Jawa Barat,4,4,8,1,8,16,1,Prabowo dan Sandiaga Uno,PPP,2
629,Kuesioner 629,gang hidmah/garasi ahon,Regol,Garut Kota,Kab. Garut,JAWA BARAT XI,Jawa Barat,3,1,2,1,13,16,4,Joko Widodo dan Ma'ruf Amin,PDI Perjuangan,1
630,Kuesioner 630,Hidmahsari,Regol,Garut Kota,Kab. Garut,JAWA BARAT XI,Jawa Barat,4,6,8,1,13,16,4,Prabowo dan Sandiaga Uno,Gerindra,2
631,Kuesioner 631,SUBANAGARA PURBARATU PURBARATU KOTA TASIKMALAYA JAWA BARAT ,PURBARATU,Purbaratu,Kota Tasikmalaya,JAWA BARAT XI,Jawa Barat,2,1,2,1,14,19,6,JOKOWI DAN MAARUF AMIN,PKS,1
632,Kuesioner 632,PURBARATU SUBANAGARA PURBARATU KOTA TASIKMALAYA JAWA BARAT ,PURBARATU,Purbaratu,Kota Tasikmalaya,JAWA BARAT XI,Jawa Barat,2,1,2,1,13,16,5,2,2,3
633,Kuesioner 633,PURBARATU SUBANAGARA PURBARATU KOTA TASIKMALAYA JAWA BARAT ,PURBARATU ,Purbaratu,Kota Tasikmalaya,JAWA BARAT XI,Jawa Barat,2,15,3,1,13,16,4,2,2,3
634,Kuesioner 634,PURBARATU SUBANAGARA PURBARATU KOTA TASIKMALAYA JAWA BARAT ,PURBARATU ,Purbaratu,Kota Tasikmalaya,JAWA BARAT XI,Jawa Barat,2,3,8,1,13,16,5,PRABOWO DAN SANDIAGA UNO,GERINDRA,2
635,Kuesioner 635,PURBASARI,PURBARATU,Purbaratu,Kota Tasikmalaya,JAWA BARAT XI,Jawa Barat,4,8,4,1,14,16,2,2,2,2
636,Kuesioner 636,PURBASARI,PURBARATU,Purbaratu,Kota Tasikmalaya,JAWA BARAT XI,Jawa Barat,4,8,4,1,13,16,1,2,2,3
637,Kuesioner 637,purbaratu,purbaratu,Purbaratu,Kota Tasikmalaya,JAWA BARAT XI,Jawa Barat,2,6,1,1,14,16,6,PRAVOWO DAN SANDI,2,2
638,Kuesioner 638,purbaratu,purbaratu,Purbaratu,Kota Tasikmalaya,JAWA BARAT XI,Jawa Barat,4,3,8,1,13,16,2,2,2,2
639,Kuesioner 639,purbaratu,purbaratu,Purbaratu,Kota Tasikmalaya,JAWA BARAT XI,Jawa Barat,2,1,2,1,13,16,3,PRABOWO DAN SANDI,GERINDRA MUHAMAD HUSEIN,2
640,Kuesioner 640,purbaratu,purbaratu,Purbaratu,Kota Tasikmalaya,JAWA BARAT XI,Jawa Barat,2,1,1,1,13,16,3,2,GERINDRA MUHAMAD HUSEIN,3
641,Kuesioner 641,mekarwangi,cintabodas,Culamega,Kab. Tasikmalaya,JAWA BARAT XI,Jawa Barat,2,15,3,1,13,16,3,PRABOWO DAN SANDIAGA UNO,GERINDRA,2
642,Kuesioner 642,picung pugur,cintabodas,Culamega,Kab. Tasikmalaya,JAWA BARAT XI,Jawa Barat,4,8,4,1,14,16,1,PRABOWO DAN SANDIAGA UNO,GERINDRA,2
643,Kuesioner 643,citomas,cintabodas,Culamega,Kab. Tasikmalaya,JAWA BARAT XI,Jawa Barat,3,15,3,1,14,16,3,PRABOWO DAN SANDIAGA UNO,PPP,2
644,Kuesioner 644,citomas,cintabodas,Culamega,Kab. Tasikmalaya,JAWA BARAT XI,Jawa Barat,2,12,2,1,14,16,5,PRABOWO DAN SANDIAGA UNO,PPP,2
645,Kuesioner 645,citomas,cintabodas,Culamega,Kab. Tasikmalaya,JAWA BARAT XI,Jawa Barat,3,15,3,1,14,16,3,JOKO WIDODO DAN MARUF AMIN,PPP,1
646,Kuesioner 646,cibenda,cintabodas,Culamega,Kab. Tasikmalaya,JAWA BARAT XI,Jawa Barat,2,12,1,1,13,16,5,PRABOWO DAN SANDIAGA UNO,GOLKAR,2
647,Kuesioner 647,kp pojok,cintabodas,Culamega,Kab. Tasikmalaya,JAWA BARAT XI,Jawa Barat,4,11,4,1,13,16,6,PRABOWO DAN SANDIAGA UNO,2,2
648,Kuesioner 648,curug,cintabodas,Culamega,Kab. Tasikmalaya,JAWA BARAT XI,Jawa Barat,2,3,2,1,13,16,3,"JOKOWI DODO DAN MARUF AMIN


",PDIP,1
649,Kuesioner 649,urug,cintabodas,Culamega,Kab. Tasikmalaya,JAWA BARAT XI,Jawa Barat,2,12,3,1,13,16,5,PRABOWO DAN SANDIAGA UNI,PPP,2
650,Kuesioner 650,curug,cintabodas,Culamega,Kab. Tasikmalaya,JAWA BARAT XI,Jawa Barat,3,3,1,1,14,16,3,JOKO WIDODO DAN MARUF AMIN,PPP,1
651,Kuesioner 651,darupono,darupono,Kaliwungu Selatan,Kab. Kendal,JAWA TENGAH I,Jawa Tengah,1,15,4,1,14,10,4,jokowi,2,1
652,Kuesioner 652,darupono,drupono,Kaliwungu Selatan,Kab. Kendal,JAWA TENGAH I,Jawa Tengah,3,8,5,1,14,10,2,jokowi,2,1
653,Kuesioner 653,darupono,darupono,Kaliwungu Selatan,Kab. Kendal,JAWA TENGAH I,Jawa Tengah,2,supir,4,1,14,10,3,jokowi,2,1
654,Kuesioner 654,darupono,darupono,Kaliwungu Selatan,Kab. Kendal,JAWA TENGAH I,Jawa Tengah,5,11,5,1,14,10,5,jokowi,2,1
655,Kuesioner 655,darupono,darupono,Kaliwungu Selatan,Kab. Kendal,JAWA TENGAH I,Jawa Tengah,4,15,8,1,14,10,3,jokowi,2,1
656,Kuesioner 656,darupono,darupono,Kaliwungu Selatan,Kab. Kendal,JAWA TENGAH I,Jawa Tengah,1,12,3,1,14,10,5,2,2,3
657,Kuesioner 657,darupono,darupono,Kaliwungu Selatan,Kab. Kendal,JAWA TENGAH I,Jawa Tengah,1,12,2,1,14,10,5,prabowo,2,2
658,Kuesioner 658,darupono,darupono,Kaliwungu Selatan,Kab. Kendal,JAWA TENGAH I,Jawa Tengah,3,4,8,1,14,10,1,2,2,3
659,Kuesioner 659,darupono,darupono,Kaliwungu Selatan,Kab. Kendal,JAWA TENGAH I,Jawa Tengah,4,11,5,1,14,10,6,2,2,1
660,Kuesioner 660,darupono,darupono,Kaliwungu Selatan,Kab. Kendal,JAWA TENGAH I,Jawa Tengah,4,15,5,1,14,10,3,2,2,1
661,Kuesioner 661,pundung,bendosari,Plantungan,Kab. Kendal,JAWA TENGAH I,Jawa Tengah,2,12,2,1,9,10,4,JOKOWIDODO MA'RUF AMIN,2,1
662,Kuesioner 662,pundung,bendosari,Plantungan,Kab. Kendal,JAWA TENGAH I,Jawa Tengah,2,3,2,1,9,10,3,JOKOWI MA'RUF AMIN,2,1
663,Kuesioner 663,sempu bendosari,sempu,Plantungan,Kab. Kendal,JAWA TENGAH I,Jawa Tengah,3,1,3,1,9,10,4,JOKOWi,2,1
664,Kuesioner 664,dusun sibantal,bendosari,Plantungan,Kab. Kendal,JAWA TENGAH I,Jawa Tengah,3,3,1,1,9,10,4,jokowi,pkb,1
665,Kuesioner 665,pugeran,bendosari,Plantungan,Kab. Kendal,JAWA TENGAH I,Jawa Tengah,6,7,5,1,10,10,4,Jokowi amin,2,1
666,Kuesioner 666,jeplak,bedosari,Plantungan,Kab. Kendal,JAWA TENGAH I,Jawa Tengah,2,3,2,1,9,10,5,jokowi,2,1
667,Kuesioner 667,pundung,bendosari,Plantungan,Kab. Kendal,JAWA TENGAH I,Jawa Tengah,2,12,2,1,9,10,5,JOKO WIDODO,Partai Prrsatuan Pembangunan,1
668,Kuesioner 668,jeplak,bendosari,Plantungan,Kab. Kendal,JAWA TENGAH I,Jawa Tengah,2,3,2,1,10,10,5,JOKOWI AMIN,2,1
669,Kuesioner 669,sibantal,bendosari,Plantungan,Kab. Kendal,JAWA TENGAH I,Jawa Tengah,2,12,1,1,9,10,5,jokowi,2,1
670,Kuesioner 670,jeplak,bedosari,Plantungan,Kab. Kendal,JAWA TENGAH I,Jawa Tengah,4,mahasiswa,8,1,9,10,2,2,2,1
671,Kuesioner 671,krajan,tempuran,Bringin,Kab. Semarang,JAWA TENGAH I,Jawa Tengah,4,8,8,1,8,10,4,jokowi dan amin,2,1
672,Kuesioner 672,krajan,tempuran,Bringin,Kab. Semarang,JAWA TENGAH I,Jawa Tengah,2,6,3,1,9,10,5,Jokowi dan amin,2,1
673,Kuesioner 673,tempuran,krajan,Bringin,Kab. Semarang,JAWA TENGAH I,Jawa Tengah,4,8,2,1,9,10,3,prabowo dan sandi,fadholi,2
674,Kuesioner 674,cekelan,tempuran,Bringin,Kab. Semarang,JAWA TENGAH I,Jawa Tengah,2,3,1,1,9,10,3,jokowi dan amin,2,1
675,Kuesioner 675,krajan,tempuran,Bringin,Kab. Semarang,JAWA TENGAH I,Jawa Tengah,4,10,4,1,9,10,4,jokowi dan amin,fadholi,1
676,Kuesioner 676,glompong,tempuran,Bringin,Kab. Semarang,JAWA TENGAH I,Jawa Tengah,2,3,2,1,9,10,4,jokowi dan amin,2,1
677,Kuesioner 677,glompong,tempuran / bringin,Bringin,Kab. Semarang,JAWA TENGAH I,Jawa Tengah,3,6,3,1,9,10,5,jokowidodo dan ma'ruf amin,pdi dan mohamad hervian,1
678,Kuesioner 678,glompong,tempuran,Bringin,Kab. Semarang,JAWA TENGAH I,Jawa Tengah,3,6,3,1,9,10,5,jokowi dan amin,pdi dan muhamad harviano,1
679,Kuesioner 679,tepulus,tempuran,Bringin,Kab. Semarang,JAWA TENGAH I,Jawa Tengah,2,12,1,1,9,10,5,jokowi,fadholi,1
680,Kuesioner 680,tepulus,tempuran,Bringin,Kab. Semarang,JAWA TENGAH I,Jawa Tengah,2,12,1,1,9,10,5,jokowi makruf dan ma'rug amin,fadholi,1
681,Kuesioner 681,SIDOREJO,PENDEM,Kembang,Kab. Jepara,JAWA TENGAH II,Jawa Tengah,3,15,3,1,9,10,2,JOKOWI DODO DAN MA'RUF AMIN,PDIP,1
682,Kuesioner 682,PENDEM,PENDEM,Kembang,Kab. Jepara,JAWA TENGAH II,Jawa Tengah,1,12,3,1,LDII,10,5,PRABOWO DAN SANDIAGA UNO,GERINDRA,2
683,Kuesioner 683,PENDEM,PENDEM,Kembang,Kab. Jepara,JAWA TENGAH II,Jawa Tengah,3,3,2,1,9,10,3,JOKOWI DAN MA'RUF,2,1
684,Kuesioner 684,KRAJAN,PENDEM,Kembang,Kab. Jepara,JAWA TENGAH II,Jawa Tengah,3,15,2,1,9,10,3,2,2,2
685,Kuesioner 685,KRAJAN,PENDEM,Kembang,Kab. Jepara,JAWA TENGAH II,Jawa Tengah,4,15,5,1,9,10,3,JOKOWI DAN MA'RUF AMIN,NASDEM,1
686,Kuesioner 686,KEMBANG PUNDEM,PENDEM,Kembang,Kab. Jepara,JAWA TENGAH II,Jawa Tengah,2,3,2,1,9,10,4,JOKOWIDO DAN MA'RUF AMIN,2,1
687,Kuesioner 687,RANDU SARI,PENDEM,Kembang,Kab. Jepara,JAWA TENGAH II,Jawa Tengah,2,15,4,1,9,10,2,JOKOWIDODO DAN MA'RUF AMIN,PDIP,1
688,Kuesioner 688,RANDU SARI,PENDEM,Kembang,Kab. Jepara,JAWA TENGAH II,Jawa Tengah,2,12,2,1,9,10,5,JOKOWI DAN MA'RUF AMIN,PPP,1
689,Kuesioner 689,randusari,pebdem,Kembang,Kab. Jepara,JAWA TENGAH II,Jawa Tengah,3,15,5,1,9,10,3,2,2,1
690,Kuesioner 690,RANDU SARI,PENDEM,Kembang,Kab. Jepara,JAWA TENGAH II,Jawa Tengah,3,3,5,1,9,10,4,JOKOWI DODO DAN MA'RUF AMIN,NASDEM,1
691,Kuesioner 691,PULE,PULE,Mayong,Kab. Jepara,JAWA TENGAH II,Jawa Tengah,1,6,4,1,9,10,5,JOKO WIDODO DAN MA'RUF AMIN,2,1
692,Kuesioner 692,KRAJAN,PULE,Mayong,Kab. Jepara,JAWA TENGAH II,Jawa Tengah,2,3,4,1,9,10,3,JOKOWIDODO DAN MA'RUF AMIN,PKB,1
693,Kuesioner 693,PULE,PULE,Mayong,Kab. Jepara,JAWA TENGAH II,Jawa Tengah,2,15,2,1,9,10,3,JOKOWI DAN MA'RUF AMIN,PPP,1
694,Kuesioner 694,PULE,PULE,Mayong,Kab. Jepara,JAWA TENGAH II,Jawa Tengah,3,3,5,1,9,10,3,JOKO WIDODO DAN MA'RUF AMIN,PDIP,1
695,Kuesioner 695,PULE,PULE,Mayong,Kab. Jepara,JAWA TENGAH II,Jawa Tengah,4,9,4,1,9,10,4,2,2,1
696,Kuesioner 696,dusun,pule,Mayong,Kab. Jepara,JAWA TENGAH II,Jawa Tengah,3,3,4,1,9,10,1,JOKOWI DAN MA'RUF AMIN,2,1
697,Kuesioner 697,tengger,pule,Mayong,Kab. Jepara,JAWA TENGAH II,Jawa Tengah,1,12,3,1,9,10,5,JOKOWI DAN MA'RUF AMIN,2,1
698,Kuesioner 698,tengger,pule,Mayong,Kab. Jepara,JAWA TENGAH II,Jawa Tengah,1,3,1,1,9,10,5,JOKOWI DAN MA'RUF AMIN,PKB,1
699,Kuesioner 699,tengger,pule,Mayong,Kab. Jepara,JAWA TENGAH II,Jawa Tengah,2,15,4,1,9,10,2,2,2,3
700,Kuesioner 700,pule,pule,Mayong,Kab. Jepara,JAWA TENGAH II,Jawa Tengah,4,8,5,1,9,10,2,JOKOWI DAN MA'RUF AMIN,PPP,1
701,Kuesioner 701,Jegolan,Soko,Jepon,Kab. Blora,JAWA TENGAH III,Jawa Tengah,3,8,3,1,8,10,2,JOKOWI dan MA'RUF,PDIP,1
702,Kuesioner 702,Jegolan,Soko,Jepon,Kab. Blora,JAWA TENGAH III,Jawa Tengah,3,8,4,1,13,10,3,PRABOWO dan SANDI,Gerindra,2
703,Kuesioner 703,Watumalang,Soko,Jepon,Kab. Blora,JAWA TENGAH III,Jawa Tengah,4,7,4,1,13,10,4,JOKOWI dan MA'RUF,PKS,1
704,Kuesioner 704,Watumalang,Soko,Jepon,Kab. Blora,JAWA TENGAH III,Jawa Tengah,2,3,4,1,13,10,3,JOKOWI dan MA'RUF,PKS,1
705,Kuesioner 705,Soko,Soko,Jepon,Kab. Blora,JAWA TENGAH III,Jawa Tengah,1,12,3,1,9,10,5,JOKO WIDODO dan MA'RUF AMIN,PDIP,1
706,Kuesioner 706,Jegolan,Soko,Jepon,Kab. Blora,JAWA TENGAH III,Jawa Tengah,4,7,4,1,13,10,3,JOKOWI dan MA'RUF,PKS,1
707,Kuesioner 707,Dk. Watumalang,Soko,Jepon,Kab. Blora,JAWA TENGAH III,Jawa Tengah,3,15,3,1,13,10,3,JOKO WIDODO dan MAKRUF ÀMIN,2,1
708,Kuesioner 708,Watumalang,Soko,Jepon,Kab. Blora,JAWA TENGAH III,Jawa Tengah,3,3,3,1,13,10,3,PRABOWO dan SANDI,PAN,2
709,Kuesioner 709,Banyubanger,Soko,Jepon,Kab. Blora,JAWA TENGAH III,Jawa Tengah,2,Sopir,4,1,9,10,3,JOKOWI dan MA'RUF,PDIP,1
710,Kuesioner 710,Banyubanger,Soko,Jepon,Kab. Blora,JAWA TENGAH III,Jawa Tengah,2,12,6,1,8,10,5,JOKOWI dan MA'RUF,PKS,1
711,Kuesioner 711,tarukan,margorejo,Margorejo,Kab. Pati,JAWA TENGAH III,Jawa Tengah,3,8,3,1,9,10,3,2,2,2
712,Kuesioner 712,margorejo,margorejo,Margorejo,Kab. Pati,JAWA TENGAH III,Jawa Tengah,2,3,8,1,9,10,6,2,2,1
713,Kuesioner 713,margorejo,margorejo,Margorejo,Kab. Pati,JAWA TENGAH III,Jawa Tengah,2,10,4,1,14,10,3,2,2,2
714,Kuesioner 714,margorejo,margorejo,Margorejo,Kab. Pati,JAWA TENGAH III,Jawa Tengah,3,8,3,1,9,10,4,2,2,2
715,Kuesioner 715,margorejo,margorejo,Margorejo,Kab. Pati,JAWA TENGAH III,Jawa Tengah,3,8,4,2,,10,4,2,2,2
716,Kuesioner 716,margorejo,margorejo,Margorejo,Kab. Pati,JAWA TENGAH III,Jawa Tengah,3,3,8,1,14,10,3,2,2,1
717,Kuesioner 717,margorejo,margorejo,Margorejo,Kab. Pati,JAWA TENGAH III,Jawa Tengah,3,8,4,1,14,10,5,2,2,2
718,Kuesioner 718,margorejo,margorejo,Margorejo,Kab. Pati,JAWA TENGAH III,Jawa Tengah,4,15,3,1,14,10,1,2,2,2
719,Kuesioner 719,margorejo,margorejo,Margorejo,Kab. Pati,JAWA TENGAH III,Jawa Tengah,2,3,8,1,9,10,4,2,2,2
720,Kuesioner 720,Margorejo,Margorejo,Margorejo,Kab. Pati,JAWA TENGAH III,Jawa Tengah,5,2,2,1,9,10,2,2,2,1
721,Kuesioner 721,karangawen,karangawen,Tambakromo,Kab. Pati,JAWA TENGAH III,Jawa Tengah,4,8,4,1,14,10,3,2,2,1
722,Kuesioner 722,karangawen,karangawen,Tambakromo,Kab. Pati,JAWA TENGAH III,Jawa Tengah,2,12,2,1,14,10,5,2,2,1
723,Kuesioner 723,karangawen,karangawen,Tambakromo,Kab. Pati,JAWA TENGAH III,Jawa Tengah,2,12,3,1,9,10,5,2,2,1
724,Kuesioner 724,karangawen,karangawen,Tambakromo,Kab. Pati,JAWA TENGAH III,Jawa Tengah,3,3,8,1,9,10,2,2,2,1
725,Kuesioner 725,karangawen,karangawen,Tambakromo,Kab. Pati,JAWA TENGAH III,Jawa Tengah,2,12,3,1,13,10,5,2,2,1
726,Kuesioner 726,karangawen,karangawen,Tambakromo,Kab. Pati,JAWA TENGAH III,Jawa Tengah,2,3,8,1,9,10,3,2,2,1
727,Kuesioner 727,karangawen,karangawen,Tambakromo,Kab. Pati,JAWA TENGAH III,Jawa Tengah,3,17,8,1,14,10,2,2,2,3
728,Kuesioner 728,karangawen,karangawen,Tambakromo,Kab. Pati,JAWA TENGAH III,Jawa Tengah,4,10,3,1,14,10,2,2,2,1
729,Kuesioner 729,karangawen,karangawen,Tambakromo,Kab. Pati,JAWA TENGAH III,Jawa Tengah,2,8,3,1,14,10,5,2,2,1
730,Kuesioner 730,karangawen,karangawen,Tambakromo,Kab. Pati,JAWA TENGAH III,Jawa Tengah,2,1,2,1,14,10,4,2,2,1
731,Kuesioner 731,menjing,menjing,Jenawi,Kab. Karanganyar,JAWA TENGAH IV,Jawa Tengah,2,serabutan,3,1,9,10,2,JOKOWI dan AMIN,PDI P,1
732,Kuesioner 732,menjing,menjing,Jenawi,Kab. Karanganyar,JAWA TENGAH IV,Jawa Tengah,4,3,5,1,9,10,3,JOKOWI dan AMIN,PKB,1
733,Kuesioner 733,menjing,menjing,Jenawi,Kab. Karanganyar,JAWA TENGAH IV,Jawa Tengah,6,7,5,1,9,10,5,JOKOWI dan Amin,PDI P,1
734,Kuesioner 734,menjing,menjing,Jenawi,Kab. Karanganyar,JAWA TENGAH IV,Jawa Tengah,3,3,2,1,9,10,2,JOKOWI dan AMIN,PDI P,1
735,Kuesioner 735,menjing,menjing,Jenawi,Kab. Karanganyar,JAWA TENGAH IV,Jawa Tengah,3,12,4,1,9,10,3,JOKOWI AMIN,GOLKAR,1
736,Kuesioner 736,menjinh,menjing,Jenawi,Kab. Karanganyar,JAWA TENGAH IV,Jawa Tengah,3,3,2,1,9,10,2,JOKOWI AMIN,golkar,1
737,Kuesioner 737,selokarto,menjing,Jenawi,Kab. Karanganyar,JAWA TENGAH IV,Jawa Tengah,3,1,5,1,9,10,2,JOKOWI AMIN,PDI P,1
738,Kuesioner 738,selokerto,menjing,Jenawi,Kab. Karanganyar,JAWA TENGAH IV,Jawa Tengah,2,1,2,1,9,10,3,2,2,2
739,Kuesioner 739,tanggung,menjing,Jenawi,Kab. Karanganyar,JAWA TENGAH IV,Jawa Tengah,1,12,3,1,9,10,5,JOKOWI AMIN,PKB,1
740,Kuesioner 740,tanggung,menjing,Jenawi,Kab. Karanganyar,JAWA TENGAH IV,Jawa Tengah,4,4,5,1,8,10,1,PRABOWO SANDI,PKS,2
741,Kuesioner 741,gambiranom,gambiranom,Kismantoro,Kab. Wonogiri,JAWA TENGAH IV,Jawa Tengah,2,15,4,1,9,10,5,joko widodo dan ma'ruf amin,PDI P,1
742,Kuesioner 742,gambiranom,gambiranom,Kismantoro,Kab. Wonogiri,JAWA TENGAH IV,Jawa Tengah,2,12,2,1,9,10,4,jokowi dan amin,pdi p,1
743,Kuesioner 743,gambiranom,gambiranom,Kismantoro,Kab. Wonogiri,JAWA TENGAH IV,Jawa Tengah,2,12,3,1,9,10,4,jokowi dan ma'ruf,PDI P,1
744,Kuesioner 744,gambiranom,gambiranom,Kismantoro,Kab. Wonogiri,JAWA TENGAH IV,Jawa Tengah,4,8,5,1,9,10,1,jokowi dan amin,2,1
745,Kuesioner 745,gamboranom,gambiranom,Kismantoro,Kab. Wonogiri,JAWA TENGAH IV,Jawa Tengah,1,1,3,1,9,10,4,JOKOWI dan AMIN,PDI ,1
746,Kuesioner 746,gambiranom,gamboranom,Kismantoro,Kab. Wonogiri,JAWA TENGAH IV,Jawa Tengah,1,1,2,1,9,10,5,JOKOWI AMIN,2,1
747,Kuesioner 747,puh nunggal,gambiranom,Kismantoro,Kab. Wonogiri,JAWA TENGAH IV,Jawa Tengah,3,12,4,1,9,10,3,JOKOWI AMIN,2,1
748,Kuesioner 748,puh nunggal,gambiranom,Kismantoro,Kab. Wonogiri,JAWA TENGAH IV,Jawa Tengah,3,3,2,1,9,10,3,JOKOWI AMIN,PPP,1
749,Kuesioner 749,puh nunggal,gambiranom,Kismantoro,Kab. Wonogiri,JAWA TENGAH IV,Jawa Tengah,3,1,3,1,8,10,4,PRABOWO SANDI,PAN,2
750,Kuesioner 750,puh nunggal,gambiranom,Kismantoro,Kab. Wonogiri,JAWA TENGAH IV,Jawa Tengah,4,4,4,1,8,10,2,JOKOWI AMIN,2,1
751,Kuesioner 751,Jagan,Jemawan,Jatinom,Kab. Klaten,JAWA TENGAH V,Jawa Tengah,4,15,6,1,8,10,4,PRABOWO DAN SANDI,PAN,2
752,Kuesioner 752,SABRANG,JEMAWAN,Jatinom,Kab. Klaten,JAWA TENGAH V,Jawa Tengah,1,12,2,1,8,10,6,PRABOWO DAN SANDI,MUSTOFA NAHROWI,2
753,Kuesioner 753,KUWAON,KUWAON,Jatinom,Kab. Klaten,JAWA TENGAH V,Jawa Tengah,6,11,4,1,8,10,6,PRABOWO DAN SANDI,PAN,2
754,Kuesioner 754,SABRANG,SABRANG,Jatinom,Kab. Klaten,JAWA TENGAH V,Jawa Tengah,6,1,3,1,8,10,5,PRABOWO DAN SANDI,MUSTOFA NAHRAWIYAH,2
755,Kuesioner 755,"JATIANOM, JEMAWAN",JEMAWAN,Jatinom,Kab. Klaten,JAWA TENGAH V,Jawa Tengah,4,SUPIR,4,1,8,10,4,PRABOWO dan SANDI,PAN,2
756,Kuesioner 756,KRAGILAN,KRAGILAN,Jatinom,Kab. Klaten,JAWA TENGAH V,Jawa Tengah,1,3,2,1,14,10,6,2,2,2
757,Kuesioner 757,KRAGILAN,JEMAWAN,Jatinom,Kab. Klaten,JAWA TENGAH V,Jawa Tengah,3,1,3,1,13,10,3,2,PDIP,1
758,Kuesioner 758,KRAGILAN,KRAGILAN,Jatinom,Kab. Klaten,JAWA TENGAH V,Jawa Tengah,1,3,3,1,14,10,5,JOKOWI DAN MAKRUF AMIN,PDIP,1
759,Kuesioner 759,Jemawan Sabrang,JEMAWAN,Jatinom,Kab. Klaten,JAWA TENGAH V,Jawa Tengah,4,15,6,1,13,10,4,PRABOWO DAN SANDI,2,2
760,Kuesioner 760,Candirejo,Jemawan,Jatinom,Kab. Klaten,JAWA TENGAH V,Jawa Tengah,4,4,8,1,8,10,2,PRABOWO DAN SANDI,PKS,2
761,Kuesioner 761,Tegal Krapyak,Pakahan,Jogonalan,Kab. Klaten,JAWA TENGAH V,Jawa Tengah,4,1,4,1,9,10,1,Jokowi dan Maruf amin,2,1
762,Kuesioner 762,Tegal Krapyak,Pakahan,Jogonalan,Kab. Klaten,JAWA TENGAH V,Jawa Tengah,3,3,5,1,8,10,4,PRABOWO dan sandiaga,GOLKAR,1
763,Kuesioner 763,Tegal Krapyak,pakahan,Jogonalan,Kab. Klaten,JAWA TENGAH V,Jawa Tengah,1,1,3,1,13,10,5,JOKOWI DAN MARUF AMIN,Nasdem,1
764,Kuesioner 764,Tegal Krapyak,pakahan,Jogonalan,Kab. Klaten,JAWA TENGAH V,Jawa Tengah,2,1,4,1,13,10,4,Jokowi dan Amin,PKB,1
765,Kuesioner 765,pakahan,pakahan,Jogonalan,Kab. Klaten,JAWA TENGAH V,Jawa Tengah,4,1,5,1,13,10,2,Jokowi dan Maruf,PDI P,1
